アイテムID,日本語アイテム名,ワールド名,UNIXタイムスタンプ,取引日時(JST),単価(Gil),数量,合計金額(Gil),HQフラグ,購入者名
33869,フロンティアクロス,Belias,1785848146,2026-08-04 21:55:46,3800,1,3800,NQ,Sven Carrosa
44004,ピンクベリル原石,Valefor,1785848146,2026-08-04 21:55:46,5,27,135,NQ,Melange Wisdom
33869,フロンティアクロス,Belias,1785848144,2026-08-04 21:55:44,4000,3,12000,NQ,Sven Carrosa
47201,ピーコック・ギャザラーリング,Anima,1785848142,2026-08-04 21:55:42,188998,1,188998,HQ,Aruma Kha
47200,ピーコック・ギャザラーブレスレット,Anima,1785848136,2026-08-04 21:55:36,179995,1,179995,HQ,Aruma Kha
36838,ヴァーシティ・ジャケット,Bahamut,1785848134,2026-08-04 21:55:34,890,1,890,NQ,Hikari Meteor
47199,ピーコック・ギャザラーネックレス,Anima,1785848131,2026-08-04 21:55:31,179996,1,179996,HQ,Aruma Kha
49262,コートリーラヴァー・ブレード,Alexander,1785848129,2026-08-04 21:55:29,240000,1,240000,HQ,Kazy Bright
27712,チタンブロンズナゲット,Zeromus,1785848126,2026-08-04 21:55:26,480,1,480,NQ,Yusyama Mezcal
47198,ピーコック・ギャザラーイヤリング,Anima,1785848124,2026-08-04 21:55:24,176997,1,176997,HQ,Aruma Kha
15923,ムーンファイアトランクス,Ultima,1785848117,2026-08-04 21:55:17,5500,1,5500,NQ,Sakane Yomoyama
49231,ロネークの乳,Unicorn,1785848112,2026-08-04 21:55:12,299,99,29601,NQ,Agami Reizenn
47182,ゴールデンサム・モール,Anima,1785848109,2026-08-04 21:55:09,167973,1,167973,HQ,Aruma Kha
47171,ゴールデンサム・ピック,Anima,1785848106,2026-08-04 21:55:06,167995,1,167995,HQ,Aruma Kha
49300,コートリーラヴァー・ヒーラーシューズ,Alexander,1785848104,2026-08-04 21:55:04,104900,1,104900,HQ,Basashi Gokujou
49299,コートリーラヴァー・ヒーラーパンタロン,Alexander,1785848098,2026-08-04 21:54:58,140999,1,140999,HQ,Basashi Gokujou
49287,コートリーラヴァー・レンジャーシャツ,Yojimbo,1785848098,2026-08-04 21:54:58,119996,1,119996,HQ,Toki Morganite
7064,リテイナーベル,Valefor,1785848097,2026-08-04 21:54:57,18000,1,18000,NQ,Amarolu Boti
28615,ヘアカタログ:レジェンド,Typhon,1785848094,2026-08-04 21:54:54,13000,1,13000,NQ,Agis Quad
49296,コートリーラヴァー・ヒーラーフード,Alexander,1785848091,2026-08-04 21:54:51,111095,1,111095,HQ,Basashi Gokujou
41465,ヘアカタログ:サイドコーンロウ,Ridill,1785848090,2026-08-04 21:54:50,1000000,1,1000000,NQ,Rizin Llogs
47193,ピーコック・ギャザラーブーツ,Anima,1785848089,2026-08-04 21:54:49,146999,1,146999,HQ,Aruma Kha
48162,ブラックレースパラソル,Bahamut,1785848088,2026-08-04 21:54:48,60000,1,60000,NQ,Fuyuhina Kondou
20310,イミテーション・オブロングウィンドウ,Garuda,1785848086,2026-08-04 21:54:46,10000,1,10000,NQ,Dorothy Nantyara
19949,クロマイトインゴット,Belias,1785848086,2026-08-04 21:54:46,600,3,1800,NQ,Neko Mashi
20310,イミテーション・オブロングウィンドウ,Garuda,1785848085,2026-08-04 21:54:45,10000,1,10000,NQ,Dorothy Nantyara
47192,ピーコック・ギャザラーパンツ,Anima,1785848084,2026-08-04 21:54:44,197495,1,197495,HQ,Aruma Kha
20310,イミテーション・オブロングウィンドウ,Garuda,1785848084,2026-08-04 21:54:44,10000,1,10000,NQ,Dorothy Nantyara
44885,グラスランド・ラグ,Titan,1785848084,2026-08-04 21:54:44,4000,1,4000,NQ,Alan Wade
20310,イミテーション・オブロングウィンドウ,Garuda,1785848083,2026-08-04 21:54:43,10000,1,10000,NQ,Dorothy Nantyara
44885,グラスランド・ラグ,Titan,1785848083,2026-08-04 21:54:43,3999,1,3999,NQ,Alan Wade
20310,イミテーション・オブロングウィンドウ,Garuda,1785848082,2026-08-04 21:54:42,10000,1,10000,NQ,Dorothy Nantyara
44885,グラスランド・ラグ,Titan,1785848082,2026-08-04 21:54:42,3500,1,3500,NQ,Alan Wade
47191,ピーコック・ギャザラーグローブ,Anima,1785848078,2026-08-04 21:54:38,137999,1,137999,HQ,Aruma Kha
49306,コートリーラヴァー・ディフェンダーイヤリング,Titan,1785848073,2026-08-04 21:54:33,190325,1,190325,HQ,Viorin Viola
8162,シェルダレーの果実,Ixion,1785848068,2026-08-04 21:54:28,704,4,2816,NQ,Meshio Rice
49275,コートリーラヴァー・ディフェンダーブーツ,Titan,1785848066,2026-08-04 21:54:26,159000,1,159000,HQ,Viorin Viola
8162,シェルダレーの果実,Ixion,1785848065,2026-08-04 21:54:25,700,20,14000,NQ,Meshio Rice
5669,武略のマテリア,Ifrit,1785848063,2026-08-04 21:54:23,1200,1,1200,NQ,Haejil Lyok
49274,コートリーラヴァー・ディフェンダーブリーチ,Titan,1785848060,2026-08-04 21:54:20,128000,1,128000,HQ,Viorin Viola
50292,ストーリーラヴァー・クローク,Asura,1785848058,2026-08-04 21:54:18,419998,1,419998,NQ,Nasu Farron
49273,コートリーラヴァー・ディフェンダーガントレット,Titan,1785848054,2026-08-04 21:54:14,183000,1,183000,HQ,Viorin Viola
47979,ペタロドゥス・ホイッスル,Ifrit,1785848053,2026-08-04 21:54:13,950,1,950,NQ,Gohan Kanipan
14942,ウィンドシルクボトム,Chocobo,1785848053,2026-08-04 21:54:13,90,1,90,NQ,Dora Luca
50297,ストーリースピナー・チェストラップ,Asura,1785848049,2026-08-04 21:54:09,549496,1,549496,NQ,Nasu Farron
43855,ポッパールアー,Hades,1785848048,2026-08-04 21:54:08,1000,10,10000,NQ,Hosiume San
49272,コートリーラヴァー・ディフェンダーサーコート,Titan,1785848046,2026-08-04 21:54:06,184000,1,184000,HQ,Viorin Viola
20471,道士袍服,Masamune,1785848023,2026-08-04 21:53:43,7000,1,7000,NQ,Ske Blue
46793,演技教本:緑茶を飲む,Bahamut,1785848023,2026-08-04 21:53:43,1450000,1,1450000,NQ,Joker San
8160,バルの果実,Ixion,1785848017,2026-08-04 21:53:37,704,4,2816,NQ,Meshio Rice
8160,バルの果実,Ixion,1785848015,2026-08-04 21:53:35,700,20,14000,NQ,Meshio Rice
52442,スタイルカタログ:ベルトアイガード:左,Gungnir,1785848015,2026-08-04 21:53:35,199900,1,199900,NQ,Azure Gem
50334,演技教本:地団駄を踏む,Bahamut,1785848013,2026-08-04 21:53:33,9649986,1,9649986,NQ,Ryu Crom
49238,心力の宝薬G4,Ifrit,1785848013,2026-08-04 21:53:33,5700,40,228000,HQ,Mie Chanyume
50296,ストーリースピナー・ヘッドドレス,Bahamut,1785848010,2026-08-04 21:53:30,1099999,1,1099999,NQ,Dosukoi Samba
41773,雄略のハイアルテマテリジャ,Belias,1785848006,2026-08-04 21:53:26,690,34,23460,NQ,Estia Mernote
51962,カーウェン・チュニック,Unicorn,1785848005,2026-08-04 21:53:25,879999,1,879999,NQ,Naki Melograno
43556,古ぼけた地図G16,Anima,1785847996,2026-08-04 21:53:16,24000,1,24000,NQ,Rain Leonhart
49294,コートリーラヴァー・スカウトトラウザー,Durandal,1785847993,2026-08-04 21:53:13,99999,1,99999,HQ,Mika Yuugumo
12635,ジェラートの肉,Yojimbo,1785847992,2026-08-04 21:53:12,390,4,1560,NQ,Fei Azure
5558,プリンの肉,Tiamat,1785847990,2026-08-04 21:53:10,130,5,650,NQ,Ruka Black
43855,ポッパールアー,Chocobo,1785847986,2026-08-04 21:53:06,2000,10,20000,NQ,Yuria Makie
51957,トルナ・チュニック,Unicorn,1785847984,2026-08-04 21:53:04,349000,1,349000,NQ,Naki Melograno
12895,発酵バター,Unicorn,1785847983,2026-08-04 21:53:03,699,99,69201,HQ,Agami Reizenn
48228,分光性カララント,Masamune,1785847982,2026-08-04 21:53:02,750,1,750,NQ,Mike Kishibe
12895,発酵バター,Unicorn,1785847982,2026-08-04 21:53:02,650,99,64350,HQ,Agami Reizenn
49321,コートリーラヴァー・ディフェンダーリング,Masamune,1785847981,2026-08-04 21:53:01,138785,1,138785,HQ,Aglio Olio'pp
12895,発酵バター,Unicorn,1785847980,2026-08-04 21:53:00,640,21,13440,HQ,Agami Reizenn
5558,プリンの肉,Yojimbo,1785847980,2026-08-04 21:53:00,220,10,2200,NQ,Fei Azure
50296,ストーリースピナー・ヘッドドレス,Garuda,1785847965,2026-08-04 21:52:45,700000,1,700000,NQ,Hitachi Group
47164,ゴールデンサム・クロスペインハンマー,Masamune,1785847964,2026-08-04 21:52:44,163000,1,163000,HQ,Rutsu Toto
49306,コートリーラヴァー・ディフェンダーイヤリング,Masamune,1785847959,2026-08-04 21:52:39,99999,1,99999,HQ,Aglio Olio'pp
44041,ウィンドローレル,Titan,1785847959,2026-08-04 21:52:39,85,20,1700,NQ,Giliath Zee
5558,プリンの肉,Garuda,1785847954,2026-08-04 21:52:34,170,30,5100,NQ,Muryan Ellyllon
5558,プリンの肉,Garuda,1785847952,2026-08-04 21:52:32,100,15,1500,NQ,Muryan Ellyllon
49275,コートリーラヴァー・ディフェンダーブーツ,Masamune,1785847952,2026-08-04 21:52:32,179963,1,179963,HQ,Aglio Olio'pp
50789,オーケストリオン譜:Absolute Tyranny,Carbuncle,1785847949,2026-08-04 21:52:29,1850000,1,1850000,NQ,Gamiko Noa
49274,コートリーラヴァー・ディフェンダーブリーチ,Masamune,1785847945,2026-08-04 21:52:25,289492,1,289492,HQ,Aglio Olio'pp
5558,プリンの肉,Asura,1785847939,2026-08-04 21:52:19,191,99,18909,NQ,Vincent Kline
32937,クチナシ染め布,Tonberry,1785847938,2026-08-04 21:52:18,3750,2,7500,HQ,Este Leicht
49229,フリントコーン,Unicorn,1785847936,2026-08-04 21:52:16,400,99,39600,NQ,Agami Reizenn
49273,コートリーラヴァー・ディフェンダーガントレット,Masamune,1785847935,2026-08-04 21:52:15,169953,1,169953,HQ,Aglio Olio'pp
49229,フリントコーン,Unicorn,1785847934,2026-08-04 21:52:14,400,99,39600,NQ,Agami Reizenn
41833,ウッドガーデンゲート,Unicorn,1785847933,2026-08-04 21:52:13,945,1,945,NQ,Trachlona Lyngwintwyn
49229,フリントコーン,Unicorn,1785847933,2026-08-04 21:52:13,400,99,39600,NQ,Agami Reizenn
36251,オピオタウロスレザー,Ultima,1785847927,2026-08-04 21:52:07,2900,1,2900,HQ,Chloe Oftree
5558,プリンの肉,Durandal,1785847925,2026-08-04 21:52:05,170,99,16830,NQ,Kakoku Death
49295,コートリーラヴァー・スカウトシューズ,Ifrit,1785847923,2026-08-04 21:52:03,99994,1,99994,HQ,Mika Yuugumo
49271,コートリーラヴァー・ディフェンダーヘアピン,Masamune,1785847923,2026-08-04 21:52:03,172949,1,172949,HQ,Aglio Olio'pp
5068,ローズゴールドナゲット,Asura,1785847915,2026-08-04 21:51:55,1600,1,1600,NQ,Vincent Kline
50435,コスモフェイス認証鍵,Unicorn,1785847915,2026-08-04 21:51:55,2199999,1,2199999,NQ,Bobobo Boss
5068,ローズゴールドナゲット,Asura,1785847914,2026-08-04 21:51:54,1590,1,1590,NQ,Vincent Kline
5068,ローズゴールドナゲット,Asura,1785847913,2026-08-04 21:51:53,1590,7,11130,NQ,Vincent Kline
5068,ローズゴールドナゲット,Asura,1785847910,2026-08-04 21:51:50,1598,87,139026,NQ,Vincent Kline
49217,オルコ・リネン,Mandragora,1785847892,2026-08-04 21:51:32,22000,1,22000,NQ,Azusa Hazuki
52272,グレーホイールローダー起動鍵,Asura,1785847889,2026-08-04 21:51:29,890000,1,890000,NQ,Harry Chip
39591,古ぼけた地図G15,Ifrit,1785847885,2026-08-04 21:51:25,29000,1,29000,NQ,Wanwan Wawa-n
12635,ジェラートの肉,Asura,1785847880,2026-08-04 21:51:20,498,99,49302,NQ,Vincent Kline
41779,魔匠のハイアルテマテリジャ,Unicorn,1785847879,2026-08-04 21:51:19,4950,13,64350,NQ,Po' Po'
35577,ペンダントウォールライト,Ixion,1785847875,2026-08-04 21:51:15,31750,1,31750,NQ,Nakoko Niku
49321,コートリーラヴァー・ディフェンダーリング,Bahamut,1785847870,2026-08-04 21:51:10,139797,1,139797,HQ,Kuro Minato
49321,コートリーラヴァー・ディフェンダーリング,Bahamut,1785847866,2026-08-04 21:51:06,139797,1,139797,HQ,Kuro Minato
28139,イミテーション・ロングウィンドウ,Kujata,1785847863,2026-08-04 21:51:03,900,1,900,NQ,Dorothy Nantyara
13721,カララント:メタリックスカイブルー,Tonberry,1785847863,2026-08-04 21:51:03,1395,2,2790,NQ,Vert Torren
28139,イミテーション・ロングウィンドウ,Kujata,1785847862,2026-08-04 21:51:02,900,1,900,NQ,Dorothy Nantyara
28139,イミテーション・ロングウィンドウ,Kujata,1785847861,2026-08-04 21:51:01,800,1,800,NQ,Dorothy Nantyara
13721,カララント:メタリックスカイブルー,Tonberry,1785847861,2026-08-04 21:51:01,1364,2,2728,NQ,Vert Torren
28139,イミテーション・ロングウィンドウ,Kujata,1785847860,2026-08-04 21:51:00,600,1,600,NQ,Dorothy Nantyara
28139,イミテーション・ロングウィンドウ,Kujata,1785847859,2026-08-04 21:50:59,260,1,260,NQ,Dorothy Nantyara
13721,カララント:メタリックスカイブルー,Tonberry,1785847859,2026-08-04 21:50:59,1201,2,2402,NQ,Vert Torren
49217,オルコ・リネン,Mandragora,1785847859,2026-08-04 21:50:59,22000,2,44000,NQ,Azusa Hazuki
39473,ヘアカタログ:バズカット,Bahamut,1785847858,2026-08-04 21:50:58,4380000,1,4380000,NQ,Joker San
41868,スノーコットン・ストライカーヘッドバンド,Asura,1785847858,2026-08-04 21:50:58,48000,1,48000,HQ,Nasu Farron
49216,マストドンレザー,Chocobo,1785847858,2026-08-04 21:50:58,39895,10,398950,HQ,Sela Shamrock
46798,ヘアカタログ:シンプルストレート,Titan,1785847855,2026-08-04 21:50:55,5749999,1,5749999,NQ,Mike Moka
49216,マストドンレザー,Chocobo,1785847854,2026-08-04 21:50:54,27000,1,27000,NQ,Sela Shamrock
49216,マストドンレザー,Chocobo,1785847853,2026-08-04 21:50:53,22000,1,22000,NQ,Sela Shamrock
43855,ポッパールアー,Ridill,1785847830,2026-08-04 21:50:30,2500,5,12500,NQ,Aura Kimu
41833,ウッドガーデンゲート,Asura,1785847826,2026-08-04 21:50:26,277,1,277,NQ,Snrd Iroas
41833,ウッドガーデンゲート,Asura,1785847825,2026-08-04 21:50:25,245,1,245,NQ,Snrd Iroas
10034,エンペラーズ・ニューグローブ,Mandragora,1785847816,2026-08-04 21:50:16,111,1,111,NQ,Shimael Radcliffe
46795,演技教本:張り切る,Aegis,1785847814,2026-08-04 21:50:14,100001,1,100001,NQ,Shana Kouduki
47987,ヘアカタログ:マッシュショート,Bahamut,1785847811,2026-08-04 21:50:11,890,1,890,NQ,Fuuu Tooon
39591,古ぼけた地図G15,Ifrit,1785847810,2026-08-04 21:50:10,29000,1,29000,NQ,Wanwan Wawa-n
47979,ペタロドゥス・ホイッスル,Tiamat,1785847808,2026-08-04 21:50:08,1000,1,1000,NQ,Kuromu Kurage
44041,ウィンドローレル,Titan,1785847803,2026-08-04 21:50:03,85,20,1700,NQ,Miira Jagd
27714,ハイミスリルインゴット,Pandaemonium,1785847798,2026-08-04 21:49:58,1900,1,1900,HQ,Pon Poko
33659,フロンティアリボン,Ifrit,1785847797,2026-08-04 21:49:57,7000,1,7000,NQ,Micca Bowzz
27714,ハイミスリルインゴット,Pandaemonium,1785847797,2026-08-04 21:49:57,1900,1,1900,HQ,Pon Poko
38245,ワイルドエンフォーサー・グローブ,Pandaemonium,1785847794,2026-08-04 21:49:54,301,1,301,NQ,Olivia Mint
19928,ゼルコバ材,Alexander,1785847791,2026-08-04 21:49:51,310,1,310,NQ,Motyo Green
36169,ハイダリウムインゴット,Durandal,1785847791,2026-08-04 21:49:51,1000,3,3000,NQ,Chartier Nike
32802,カーフスキン・ライダースシューズ,Kujata,1785847787,2026-08-04 21:49:47,39000,1,39000,NQ,Kakaostar Clay
30405,複製サレタ金網,Anima,1785847783,2026-08-04 21:49:43,18890,1,18890,NQ,Puchichi Chloe
44008,ラァーインゴット,Tiamat,1785847782,2026-08-04 21:49:42,1000,2,2000,HQ,Jun Fionn
49306,コートリーラヴァー・ディフェンダーイヤリング,Alexander,1785847782,2026-08-04 21:49:42,137455,1,137455,HQ,Kuro Minato
30405,複製サレタ金網,Anima,1785847782,2026-08-04 21:49:42,16500,1,16500,NQ,Puchichi Chloe
10386,ダークマターG6,Garuda,1785847780,2026-08-04 21:49:40,160,99,15840,NQ,Gigia Coriander
49275,コートリーラヴァー・ディフェンダーブーツ,Alexander,1785847777,2026-08-04 21:49:37,179081,1,179081,HQ,Kuro Minato
33916,ダークマターG8,Zeromus,1785847777,2026-08-04 21:49:37,390,99,38610,NQ,Under Under
7975,ドラセナの鉢植,Asura,1785847776,2026-08-04 21:49:36,87999,1,87999,NQ,Grace Rain
49296,コートリーラヴァー・ヒーラーフード,Typhon,1785847775,2026-08-04 21:49:35,144893,1,144893,HQ,Sino Kaslana
27759,ドワーフ綿花,Atomos,1785847774,2026-08-04 21:49:34,150,10,1500,NQ,Clam Blau
33916,ダークマターG8,Zeromus,1785847774,2026-08-04 21:49:34,250,80,20000,NQ,Under Under
33916,ダークマターG8,Zeromus,1785847773,2026-08-04 21:49:33,230,71,16330,NQ,Under Under
50455,スタイルカタログ:ホログラス,Kujata,1785847772,2026-08-04 21:49:32,30000,1,30000,NQ,Kikuzou Ossu
49274,コートリーラヴァー・ディフェンダーブリーチ,Alexander,1785847771,2026-08-04 21:49:31,391990,1,391990,HQ,Kuro Minato
10386,ダークマターG6,Garuda,1785847764,2026-08-04 21:49:24,154,50,7700,NQ,Gigia Coriander
49273,コートリーラヴァー・ディフェンダーガントレット,Alexander,1785847763,2026-08-04 21:49:23,247999,1,247999,HQ,Kuro Minato
50296,ストーリースピナー・ヘッドドレス,Asura,1785847762,2026-08-04 21:49:22,1189999,1,1189999,NQ,Nasu Farron
12895,発酵バター,Mandragora,1785847760,2026-08-04 21:49:20,669,50,33450,HQ,Kc Kc
45968,コーディア原木,Typhon,1785847755,2026-08-04 21:49:15,838,99,82962,NQ,Milk Monaka
45968,コーディア原木,Typhon,1785847754,2026-08-04 21:49:14,838,99,82962,NQ,Milk Monaka
45968,コーディア原木,Typhon,1785847753,2026-08-04 21:49:13,838,99,82962,NQ,Milk Monaka
37763,リナシータ・ディフェンダーキュイラス,Yojimbo,1785847753,2026-08-04 21:49:13,3650,1,3650,NQ,Keeeee Electrician
49271,コートリーラヴァー・ディフェンダーヘアピン,Alexander,1785847746,2026-08-04 21:49:06,158000,1,158000,HQ,Kuro Minato
46852,ウトォーム隕鉄,Pandaemonium,1785847744,2026-08-04 21:49:04,1000000,1,1000000,NQ,Kokoro Yume
50441,局地用パワーローダー認証鍵,Pandaemonium,1785847742,2026-08-04 21:49:02,583999,1,583999,NQ,Chloe Garnet
52271,掘採型パワーローダー認証鍵,Pandaemonium,1785847739,2026-08-04 21:48:59,720000,1,720000,NQ,Chloe Garnet
9360,プラチナインゴット,Ixion,1785847738,2026-08-04 21:48:58,4,11,44,NQ,Kana Mero
50447,ノーブル・マジックカーペット,Pandaemonium,1785847733,2026-08-04 21:48:53,7000000,1,7000000,NQ,Gyan Liliraji
27714,ハイミスリルインゴット,Yojimbo,1785847726,2026-08-04 21:48:46,1000,1,1000,NQ,Canis Artorias
27714,ハイミスリルインゴット,Yojimbo,1785847725,2026-08-04 21:48:45,1000,2,2000,NQ,Canis Artorias
49217,オルコ・リネン,Mandragora,1785847722,2026-08-04 21:48:42,22000,1,22000,NQ,Azusa Hazuki
49216,マストドンレザー,Chocobo,1785847712,2026-08-04 21:48:32,39005,2,78010,HQ,Sela Shamrock
49238,心力の宝薬G4,Mandragora,1785847711,2026-08-04 21:48:31,5605,42,235410,HQ,Nano Nyan
50790,オーケストリオン譜:Everything Burns,Carbuncle,1785847699,2026-08-04 21:48:19,600150,1,600150,NQ,Gamiko Noa
13117,カララント:シャインゴールド,Ramuh,1785847695,2026-08-04 21:48:15,630,1,630,NQ,Yuki Irisquartz
27825,ブラッドトマト,Kujata,1785847678,2026-08-04 21:47:58,220,10,2200,NQ,Mau Shiro
49235,眼力の宝薬G4,Belias,1785847678,2026-08-04 21:47:58,4000,99,396000,HQ,Pei Back
50334,演技教本:地団駄を踏む,Ifrit,1785847676,2026-08-04 21:47:56,10789996,1,10789996,NQ,Nyanmaru Blue
27687,リグナムバイタ原木,Bahamut,1785847666,2026-08-04 21:47:46,51,12,612,NQ,Nana Couleur
27687,リグナムバイタ原木,Bahamut,1785847664,2026-08-04 21:47:44,50,40,2000,NQ,Nana Couleur
20476,アオザイ,Asura,1785847662,2026-08-04 21:47:42,15000,1,15000,NQ,Mage Magewappa
5075,ダークスチールプレート,Valefor,1785847660,2026-08-04 21:47:40,3800,2,7600,NQ,Memu Ruru
27707,ストーンゴールドナゲット,Atomos,1785847652,2026-08-04 21:47:32,790,5,3950,NQ,Forcas Arkwright
40652,トロピカルパーティション,Ultima,1785847652,2026-08-04 21:47:32,2980,1,2980,NQ,Ena Maru
46831,フォーギヴン・ミミクリー,Chocobo,1785847649,2026-08-04 21:47:29,13950000,1,13950000,NQ,Boari Hun
44041,ウィンドローレル,Masamune,1785847635,2026-08-04 21:47:15,25,20,500,NQ,Hiro Angegardien
49275,コートリーラヴァー・ディフェンダーブーツ,Chocobo,1785847633,2026-08-04 21:47:13,179899,1,179899,HQ,Blancet Noir
49217,オルコ・リネン,Zeromus,1785847633,2026-08-04 21:47:13,28600,2,57200,HQ,Ti Tia
49274,コートリーラヴァー・ディフェンダーブリーチ,Chocobo,1785847626,2026-08-04 21:47:06,185699,1,185699,HQ,Blancet Noir
28590,レベルコート,Aegis,1785847623,2026-08-04 21:47:03,979,1,979,NQ,Light Cerulean
4848,メープルシュガー,Valefor,1785847621,2026-08-04 21:47:01,10,2,20,HQ,Pero Solis
46855,人造ダークマターα,Carbuncle,1785847618,2026-08-04 21:46:58,85000,1,85000,NQ,Kikurage Nanohana
47188,ピーコック・クラフターブーツ,Pandaemonium,1785847616,2026-08-04 21:46:56,283800,1,283800,HQ,Elsa Ailst
19938,キュプロナゲット,Anima,1785847609,2026-08-04 21:46:49,2500,2,5000,HQ,Kohaku Kanran
50970,包丁研磨用砥石,Yojimbo,1785847605,2026-08-04 21:46:45,650000,1,650000,NQ,Choc Cake
43855,ポッパールアー,Bahamut,1785847604,2026-08-04 21:46:44,1099,5,5495,NQ,Happy Bees
43855,ポッパールアー,Bahamut,1785847603,2026-08-04 21:46:43,999,2,1998,NQ,Happy Bees
43855,ポッパールアー,Bahamut,1785847602,2026-08-04 21:46:42,999,3,2997,NQ,Happy Bees
7763,シュラウドソイルG3,Durandal,1785847596,2026-08-04 21:46:36,1200,48,57600,NQ,Jin Sato
49271,コートリーラヴァー・ディフェンダーヘアピン,Chocobo,1785847593,2026-08-04 21:46:33,173599,1,173599,HQ,Blancet Noir
7064,リテイナーベル,Fenrir,1785847587,2026-08-04 21:46:27,10980,1,10980,NQ,Nana Yaa
10396,サベネアンサンダル,Tonberry,1785847586,2026-08-04 21:46:26,5800,1,5800,NQ,Ayimo Anchor
12594,虹糸,Durandal,1785847573,2026-08-04 21:46:13,500,1,500,NQ,Rudex Tvcraze
15923,ムーンファイアトランクス,Masamune,1785847571,2026-08-04 21:46:11,4780,1,4780,NQ,Mike Kishibe
15923,ムーンファイアトランクス,Masamune,1785847570,2026-08-04 21:46:10,4780,1,4780,NQ,Mike Kishibe
8841,幻想薬[リテイナー],Aegis,1785847568,2026-08-04 21:46:08,2800,1,2800,NQ,Amaterasu Iza
17836,古ぼけた地図G10,Ifrit,1785847567,2026-08-04 21:46:07,38990,1,38990,NQ,Rose' Bitter
15923,ムーンファイアトランクス,Masamune,1785847566,2026-08-04 21:46:06,4778,1,4778,NQ,Mike Kishibe
8841,幻想薬[リテイナー],Aegis,1785847565,2026-08-04 21:46:05,2800,1,2800,NQ,Amaterasu Iza
44308,オーケストリオン譜:Give It All,Typhon,1785847564,2026-08-04 21:46:04,1099000,1,1099000,NQ,Shinonome Muma
16,ウィンドクラスター,Durandal,1785847555,2026-08-04 21:45:55,35,7785,272475,NQ,Ken Mori
5174,ラピスラズリ,Pandaemonium,1785847555,2026-08-04 21:45:55,100,2,200,HQ,Non Style
17836,古ぼけた地図G10,Ifrit,1785847548,2026-08-04 21:45:48,38990,1,38990,NQ,Rose' Bitter
52615,サキュバスフーディー,Anima,1785847547,2026-08-04 21:45:47,398000,1,398000,HQ,Backy Fallon
27968,高地天然水,Carbuncle,1785847538,2026-08-04 21:45:38,300,10,3000,NQ,Sena Nono
46028,セレモニアル・ペンデュラム,Chocobo,1785847533,2026-08-04 21:45:33,15000,1,15000,NQ,Ru Pin
49216,マストドンレザー,Chocobo,1785847529,2026-08-04 21:45:29,39000,3,117000,HQ,Sela Shamrock
49310,コートリーラヴァー・キャスターイヤリング,Belias,1785847526,2026-08-04 21:45:26,100000,1,100000,HQ,K'ukuta Kuta
50970,包丁研磨用砥石,Ifrit,1785847522,2026-08-04 21:45:22,598000,1,598000,NQ,Tatwo Wols
46798,ヘアカタログ:シンプルストレート,Masamune,1785847521,2026-08-04 21:45:21,5500000,1,5500000,NQ,Zotoh Zhaan
13116,カララント:シャインシルバー,Zeromus,1785847521,2026-08-04 21:45:21,1200,3,3600,NQ,Timaki Abarth
44020,セイバ材,Aegis,1785847518,2026-08-04 21:45:18,699,5,3495,HQ,Ausnilte Retie
49305,コートリーラヴァー・キャスターシューズ,Belias,1785847515,2026-08-04 21:45:15,148797,1,148797,HQ,K'ukuta Kuta
36210,雪亜麻布,Chocobo,1785847510,2026-08-04 21:45:10,1750,5,8750,NQ,Dareka Chan
36210,雪亜麻布,Chocobo,1785847509,2026-08-04 21:45:09,1500,1,1500,NQ,Dareka Chan
36210,雪亜麻布,Chocobo,1785847507,2026-08-04 21:45:07,1400,1,1400,NQ,Dareka Chan
49303,コートリーラヴァー・キャスターグローブ,Belias,1785847507,2026-08-04 21:45:07,123974,1,123974,HQ,K'ukuta Kuta
36210,雪亜麻布,Chocobo,1785847506,2026-08-04 21:45:06,1400,3,4200,NQ,Dareka Chan
48161,ホワイトレースパラソル,Valefor,1785847505,2026-08-04 21:45:05,192700,1,192700,NQ,Rain Sleepy
48156,スタイルカタログ:グラデーションフレームグラス,Gungnir,1785847504,2026-08-04 21:45:04,1000,1,1000,NQ,Stella O'brien
49302,コートリーラヴァー・キャスターバトルドレス,Belias,1785847498,2026-08-04 21:44:58,130686,1,130686,HQ,K'ukuta Kuta
49301,コートリーラヴァー・キャスターフード,Belias,1785847487,2026-08-04 21:44:47,99990,1,99990,HQ,K'ukuta Kuta
28591,レベルブーツ,Anima,1785847481,2026-08-04 21:44:41,300,1,300,NQ,Chocolat Megsora
13272,ファルコナーシャツ,Masamune,1785847480,2026-08-04 21:44:40,13900,1,13900,NQ,Q'p Saja
43987,メスキート豆,Belias,1785847479,2026-08-04 21:44:39,127,29,3683,NQ,Popo Nakamura
27742,シースワローレザー,Asura,1785847475,2026-08-04 21:44:35,2445,1,2445,NQ,Hana Risaia
43855,ポッパールアー,Alexander,1785847474,2026-08-04 21:44:34,5000,3,15000,NQ,Shuty Neipia
32798,カーフスキン・ライダースキャップ,Ridill,1785847472,2026-08-04 21:44:32,54999,1,54999,NQ,Kawa Dotharl
21795,シャーク級艦尾,Yojimbo,1785847471,2026-08-04 21:44:31,622916,1,622916,NQ,Yururi San
28615,ヘアカタログ:レジェンド,Bahamut,1785847469,2026-08-04 21:44:29,20000,3,60000,NQ,S'ucre Accharon
